ID,date,station,Latitude,Longitude,LULC_Class,Area_ha,lulc_urban_pct,soil_infiltration_mmhr,LandUse_Class,Flood_Severity,Flood_Severity_Class,discharge_m3s
,"Sunday, December 20, 2020",Hadejia,,,,,11.2,8.6,,,,8.49
,"Monday, December 21, 2020",Hadejia,,,,,11.2,8.1,,,,8.43
,"Tuesday, December 22, 2020",Hadejia,,,,,11,8.8,,,,8.25
,"Wednesday, December 23, 2020",Hadejia,,,,,11,13.9,,,,8.27
,"Thursday, December 24, 2020",Hadejia,,,,,10.9,5.5,,,,8.29
,"Friday, December 25, 2020",Hadejia,,,,,11.2,10.2,,,,8.26
,"Saturday, December 26, 2020",Hadejia,,,,,10.6,11.1,,,,8.46
,"Sunday, December 27, 2020",Hadejia,,,,,11.9,11.8,,,,8.43
,"Monday, December 28, 2020",Hadejia,,,,,11,13,,,,8.43
,"Tuesday, December 29, 2020",Hadejia,,,,,10.9,10.9,,,,8.34
,"Wednesday, December 30, 2020",Hadejia,,,,,11,9.1,,,,8.38
,"Thursday, December 31, 2020",Hadejia,,,,,11.3,6.1,,,,8.36
,"Friday, January 1, 2021",Hadejia,,,,,11.5,9.8,,,,8.33
,"Saturday, January 2, 2021",Hadejia,,,,,11.3,7.5,,,,8.16
,"Sunday, January 3, 2021",Hadejia,,,,,11.2,11.9,,,,8.16
,"Monday, January 4, 2021",Hadejia,,,,,11,13,,,,8.28
,"Tuesday, January 5, 2021",Hadejia,,,,,11.3,10.6,,,,8.25
,"Wednesday, January 6, 2021",Hadejia,,,,,11.4,11.4,,,,8.25
,"Thursday, January 7, 2021",Hadejia,,,,,10.7,7.1,,,,8.27
,"Friday, January 8, 2021",Hadejia,,,,,11.6,7.3,,,,8.41
,"Saturday, January 9, 2021",Hadejia,,,,,11.5,6.3,,,,8.38
,"Sunday, January 10, 2021",Hadejia,,,,,11.2,10.2,,,,8.47
,"Monday, January 11, 2021",Hadejia,,,,,11.3,6.3,,,,8.37
,"Tuesday, January 12, 2021",Hadejia,,,,,11.1,6.8,,,,8.46
,"Wednesday, January 13, 2021",Hadejia,,,,,11.4,8.9,,,,8.37
,"Thursday, January 14, 2021",Hadejia,,,,,10.7,9,,,,8.44
,"Friday, January 15, 2021",Hadejia,,,,,11.6,9.1,,,,8.31
,"Saturday, January 16, 2021",Hadejia,,,,,11.3,10.7,,,,8.46
,"Sunday, January 17, 2021",Hadejia,,,,,10.7,3.5,,,,8.4
,"Monday, January 18, 2021",Hadejia,,,,,11.6,8.1,,,,8.37
,"Tuesday, January 19, 2021",Hadejia,,,,,11.2,9.8,,,,8.28
,"Wednesday, January 20, 2021",Hadejia,,,,,11.2,10.2,,,,8.28
,"Thursday, January 21, 2021",Hadejia,,,,,11.2,12.9,,,,8.18
,"Friday, January 22, 2021",Hadejia,,,,,11.2,8.8,,,,8.22
,"Saturday, January 23, 2021",Hadejia,,,,,11.5,9,,,,8.09
,"Sunday, January 24, 2021",Hadejia,,,,,11.3,9.9,,,,8.24
,"Monday, January 25, 2021",Hadejia,,,,,11.2,11.2,,,,8.24
,"Tuesday, January 26, 2021",Hadejia,,,,,11.2,9.7,,,,8.3
,"Wednesday, January 27, 2021",Hadejia,,,,,11.7,8,,,,8.41
,"Thursday, January 28, 2021",Hadejia,,,,,11.1,7.9,,,,8.47
,"Friday, January 29, 2021",Hadejia,,,,,11.3,8.4,,,,8.48
,"Saturday, January 30, 2021",Hadejia,,,,,11,6.3,,,,8.55
,"Sunday, January 31, 2021",Hadejia,,,,,11.7,8.1,,,,8.37
,"Monday, February 1, 2021",Hadejia,,,,,11.1,8.3,,,,8.4
,"Tuesday, February 2, 2021",Hadejia,,,,,11.8,6.8,,,,8.39
,"Wednesday, February 3, 2021",Hadejia,,,,,12,6.2,,,,8.27
,"Thursday, February 4, 2021",Hadejia,,,,,11.5,7.6,,,,8.54
,"Friday, February 5, 2021",Hadejia,,,,,11.1,6.6,,,,8.52
,"Saturday, February 6, 2021",Hadejia,,,,,11,8.5,,,,8.47
,"Sunday, February 7, 2021",Hadejia,,,,,11.7,8.7,,,,8.47
,"Monday, February 8, 2021",Hadejia,,,,,11.4,9.2,,,,8.6
,"Tuesday, February 9, 2021",Hadejia,,,,,11.3,6.7,,,,8.55
,"Wednesday, February 10, 2021",Hadejia,,,,,11.5,11.5,,,,8.55
,"Thursday, February 11, 2021",Hadejia,,,,,11,8.4,,,,8.22
,"Friday, February 12, 2021",Hadejia,,,,,11.2,8.6,,,,8.24
,"Saturday, February 13, 2021",Hadejia,,,,,11,9.6,,,,8.27
,"Sunday, February 14, 2021",Hadejia,,,,,11.4,11.5,,,,8.31
,"Monday, February 15, 2021",Hadejia,,,,,11.5,9.9,,,,8.21
,"Tuesday, February 16, 2021",Hadejia,,,,,11.6,6.3,,,,8.27
,"Wednesday, February 17, 2021",Hadejia,,,,,11.1,7.7,,,,8.27
,"Thursday, February 18, 2021",Hadejia,,,,,11.6,7.3,,,,8.27
,"Friday, February 19, 2021",Hadejia,,,,,10.8,9,,,,8.32
,"Saturday, February 20, 2021",Hadejia,,,,,11,11.2,,,,8.25
,"Sunday, February 21, 2021",Hadejia,,,,,11.5,11.8,,,,8.41
,"Monday, February 22, 2021",Hadejia,,,,,11.5,8.8,,,,8.36
,"Tuesday, February 23, 2021",Hadejia,,,,,11.4,5.6,,,,8.32
,"Wednesday, February 24, 2021",Hadejia,,,,,10.8,8.9,,,,8.41
,"Thursday, February 25, 2021",Hadejia,,,,,11.6,9.9,,,,8.51
,"Friday, February 26, 2021",Hadejia,,,,,11.4,9.6,,,,8.42
,"Saturday, February 27, 2021",Hadejia,,,,,11.4,11.2,,,,8.42
,"Sunday, February 28, 2021",Hadejia,,,,,11.5,9.9,,,,8.22
,"Monday, March 1, 2021",Hadejia,,,,,11.2,8.7,,,,8.22
,"Tuesday, March 2, 2021",Hadejia,,,,,11.7,7.8,,,,8.24
,"Wednesday, March 3, 2021",Hadejia,,,,,11.4,7.6,,,,8.16
,"Thursday, March 4, 2021",Hadejia,,,,,11.4,8.5,,,,8.05
,"Friday, March 5, 2021",Hadejia,,,,,11.5,8.1,,,,8.1
,"Saturday, March 6, 2021",Hadejia,,,,,10.8,6.3,,,,8.1
,"Sunday, March 7, 2021",Hadejia,,,,,11.2,7.1,,,,8.1
,"Monday, March 8, 2021",Hadejia,,,,,11.2,12,,,,8.16
,"Tuesday, March 9, 2021",Hadejia,,,,,11.1,10.9,,,,8.11
,"Wednesday, March 10, 2021",Hadejia,,,,,11.4,11,,,,8.11
,"Thursday, March 11, 2021",Hadejia,,,,,11.2,7.8,,,,8.33
,"Friday, March 12, 2021",Hadejia,,,,,11.6,10.5,,,,8.36
,"Saturday, March 13, 2021",Hadejia,,,,,11.4,5.5,,,,8.54
,"Sunday, March 14, 2021",Hadejia,,,,,11.1,7.7,,,,8.54
,"Monday, March 15, 2021",Hadejia,,,,,11.4,8.7,,,,8.48
,"Tuesday, March 16, 2021",Hadejia,,,,,11,11.9,,,,8.53
,"Wednesday, March 17, 2021",Hadejia,,,,,10.9,9.9,,,,8.61
,"Thursday, March 18, 2021",Hadejia,,,,,11.2,9.3,,,,8.63
,"Friday, March 19, 2021",Hadejia,,,,,11.5,8.3,,,,8.65
,"Saturday, March 20, 2021",Hadejia,,,,,11.5,4.4,,,,8.47
,"Sunday, March 21, 2021",Hadejia,,,,,11.5,9.1,,,,8.47
,"Monday, March 22, 2021",Hadejia,,,,,11.1,7.5,,,,8.47
,"Tuesday, March 23, 2021",Hadejia,,,,,11.1,11.1,,,,8.45
,"Wednesday, March 24, 2021",Hadejia,,,,,10.6,6.2,,,,8.5
,"Thursday, March 25, 2021",Hadejia,,,,,10.9,7.6,,,,8.3
,"Friday, March 26, 2021",Hadejia,,,,,11.8,8.2,,,,8.2
,"Saturday, March 27, 2021",Hadejia,,,,,11.3,10.7,,,,8.31
,"Sunday, March 28, 2021",Hadejia,,,,,11.2,7.7,,,,8.42
,"Monday, March 29, 2021",Hadejia,,,,,11.6,7.5,,,,8.42
,"Tuesday, March 30, 2021",Hadejia,,,,,11.4,8.3,,,,8.42
,"Wednesday, March 31, 2021",Hadejia,,,,,11.4,7.9,,,,8.32
,"Thursday, April 1, 2021",Hadejia,,,,,11.2,10.4,,,,8.41
,"Friday, April 2, 2021",Hadejia,,,,,11.3,9.9,,,,8.41
,"Saturday, April 3, 2021",Hadejia,,,,,11.5,5.2,,,,8.3
,"Sunday, April 4, 2021",Hadejia,,,,,11.6,11.3,,,,8.22
,"Monday, April 5, 2021",Hadejia,,,,,11.3,8.4,,,,8.25
,"Tuesday, April 6, 2021",Hadejia,,,,,11.5,12.4,,,,8.38
,"Wednesday, April 7, 2021",Hadejia,,,,,10.8,10.4,,,,8.37
,"Thursday, April 8, 2021",Hadejia,,,,,11.1,8.3,,,,8.24
,"Friday, April 9, 2021",Hadejia,,,,,11.2,9.5,,,,8.31
,"Saturday, April 10, 2021",Hadejia,,,,,11,10.4,,,,8.31
,"Sunday, April 11, 2021",Hadejia,,,,,11.2,6.1,,,,8.41
,"Monday, April 12, 2021",Hadejia,,,,,12.1,8.9,,,,8.82
,"Tuesday, April 13, 2021",Hadejia,,,,,11.9,7.9,,,,8.67
,"Wednesday, April 14, 2021",Hadejia,,,,,10.9,11.4,,,,8.67
,"Thursday, April 15, 2021",Hadejia,,,,,11.2,10.5,,,,8.74
,"Friday, April 16, 2021",Hadejia,,,,,11.2,6.5,,,,8.79
,"Saturday, April 17, 2021",Hadejia,,,,,11.1,8.6,,,,8.87
,"Sunday, April 18, 2021",Hadejia,,,,,10.9,10.8,,,,8.77
,"Monday, April 19, 2021",Hadejia,,,,,11.3,5.5,,,,8.33
,"Tuesday, April 20, 2021",Hadejia,,,,,11.1,7.5,,,,8.33
,"Wednesday, April 21, 2021",Hadejia,,,,,10.9,10.9,,,,8.36
,"Thursday, April 22, 2021",Hadejia,,,,,11.1,4.9,,,,8.29
,"Friday, April 23, 2021",Hadejia,,,,,11.6,7.3,,,,8.34
,"Saturday, April 24, 2021",Hadejia,,,,,11.1,4.9,,,,8.65
,"Sunday, April 25, 2021",Hadejia,,,,,11.1,8.1,,,,8.62
,"Monday, April 26, 2021",Hadejia,,,,,11.3,8.8,,,,8.7
,"Tuesday, April 27, 2021",Hadejia,,,,,11.6,6.4,,,,8.75
,"Wednesday, April 28, 2021",Hadejia,,,,,10.9,10,,,,8.78
,"Thursday, April 29, 2021",Hadejia,,,,,11.5,10.3,,,,8.9
,"Friday, April 30, 2021",Hadejia,,,,,11.4,7,,,,8.77
,"Saturday, May 1, 2021",Hadejia,,,,,11.6,8.1,,,,8.44
,"Sunday, May 2, 2021",Hadejia,,,,,11.5,8.5,,,,8.46
,"Monday, May 3, 2021",Hadejia,,,,,11.9,9.9,,,,8.39
,"Tuesday, May 4, 2021",Hadejia,,,,,11.1,5.3,,,,8.35
,"Wednesday, May 5, 2021",Hadejia,,,,,11,7.6,,,,8.26
,"Thursday, May 6, 2021",Hadejia,,,,,11.1,8.1,,,,8.13
,"Friday, May 7, 2021",Hadejia,,,,,11.4,9.8,,,,8.11
,"Saturday, May 8, 2021",Hadejia,,,,,11.6,7.1,,,,8.05
,"Sunday, May 9, 2021",Hadejia,,,,,11.7,9.9,,,,8.08
,"Monday, May 10, 2021",Hadejia,,,,,11.1,9.8,,,,8.08
,"Tuesday, May 11, 2021",Hadejia,,,,,11.8,8.3,,,,8.05
,"Wednesday, May 12, 2021",Hadejia,,,,,11.4,12,,,,8.09
,"Thursday, May 13, 2021",Hadejia,,,,,11.3,10.9,,,,8.09
,"Friday, May 14, 2021",Hadejia,,,,,11.3,6.4,,,,8.09
,"Saturday, May 15, 2021",Hadejia,,,,,11.7,9.6,,,,8.17
,"Sunday, May 16, 2021",Hadejia,,,,,11,9.9,,,,8.19
,"Monday, May 17, 2021",Hadejia,,,,,11.4,13,,,,8.19
,"Tuesday, May 18, 2021",Hadejia,,,,,11.4,5.8,,,,8.19
,"Wednesday, May 19, 2021",Hadejia,,,,,10.9,11.6,,,,8.22
,"Thursday, May 20, 2021",Hadejia,,,,,10.5,9.3,,,,8.22
,"Friday, May 21, 2021",Hadejia,,,,,11.3,8.8,,,,8.49
,"Saturday, May 22, 2021",Hadejia,,,,,10.9,8.2,,,,8.57
,"Sunday, May 23, 2021",Hadejia,,,,,11.2,11,,,,8.76
,"Monday, May 24, 2021",Hadejia,,,,,11.3,11.7,,,,8.79
,"Tuesday, May 25, 2021",Hadejia,,,,,10.8,8.2,,,,8.98
,"Wednesday, May 26, 2021",Hadejia,,,,,11.2,8,,,,8.94
,"Thursday, May 27, 2021",Hadejia,,,,,11.1,3.4,,,,9.15
,"Friday, May 28, 2021",Hadejia,,,,,11.1,11,,,,8.87
,"Saturday, May 29, 2021",Hadejia,,,,,11.2,8.7,,,,8.75
,"Sunday, May 30, 2021",Hadejia,,,,,11.2,9.5,,,,8.49
,"Monday, May 31, 2021",Hadejia,,,,,11,7.6,,,,8.46
,"Tuesday, June 1, 2021",Hadejia,,,,,12.5,7.7,,,,8.5
,"Wednesday, June 2, 2021",Hadejia,,,,,10.8,5.8,,,,8.59
,"Thursday, June 3, 2021",Hadejia,,,,,11.4,8.8,,,,8.52
,"Friday, June 4, 2021",Hadejia,,,,,11.2,8.6,,,,8.52
,"Saturday, June 5, 2021",Hadejia,,,,,11.1,9.8,,,,8.48
,"Sunday, June 6, 2021",Hadejia,,,,,11.5,12.6,,,,8.48
,"Monday, June 7, 2021",Hadejia,,,,,11.6,9.7,,,,8.75
,"Tuesday, June 8, 2021",Hadejia,,,,,11.3,11,,,,8.85
,"Wednesday, June 9, 2021",Hadejia,,,,,11.3,10.1,,,,8.78
,"Thursday, June 10, 2021",Hadejia,,,,,11.4,10.5,,,,8.69
,"Friday, June 11, 2021",Hadejia,,,,,11.2,10.1,,,,8.89
,"Saturday, June 12, 2021",Hadejia,,,,,11.5,9.4,,,,8.89
,"Sunday, June 13, 2021",Hadejia,,,,,10.9,12.4,,,,9.18
,"Monday, June 14, 2021",Hadejia,,,,,10.9,11,,,,9.01
,"Tuesday, June 15, 2021",Hadejia,,,,,11.6,10,,,,8.76
,"Wednesday, June 16, 2021",Hadejia,,,,,10.8,9.1,,,,8.85
,"Thursday, June 17, 2021",Hadejia,,,,,11.2,6.6,,,,9.01
,"Friday, June 18, 2021",Hadejia,,,,,10.9,10.7,,,,8.86
,"Saturday, June 19, 2021",Hadejia,,,,,11.2,8.1,,,,9.31
,"Sunday, June 20, 2021",Hadejia,,,,,11.1,10.7,,,,9.26
,"Monday, June 21, 2021",Hadejia,,,,,11.6,8.1,,,,9.46
,"Tuesday, June 22, 2021",Hadejia,,,,,11.8,8.9,,,,9.41
,"Wednesday, June 23, 2021",Hadejia,,,,,11,9.3,,,,9.48
,"Thursday, June 24, 2021",Hadejia,,,,,11,6.4,,,,9.31
,"Friday, June 25, 2021",Hadejia,,,,,11.1,10.1,,,,9.31
,"Saturday, June 26, 2021",Hadejia,,,,,11.2,8.8,,,,8.98
,"Sunday, June 27, 2021",Hadejia,,,,,11.6,8.7,,,,9.12
,"Monday, June 28, 2021",Hadejia,,,,,11,12.7,,,,9.14
,"Tuesday, June 29, 2021",Hadejia,,,,,11.2,7.4,,,,9.71
,"Wednesday, June 30, 2021",Hadejia,,,,,11.2,7.3,,,,9.67
,"Thursday, July 1, 2021",Hadejia,,,,,11.2,8.2,,,,9.69
,"Friday, July 2, 2021",Hadejia,,,,,11.5,11.3,,,,9.83
,"Saturday, July 3, 2021",Hadejia,,,,,11.2,7.5,,,,34.71
,"Sunday, July 4, 2021",Hadejia,,,,,10.8,11.8,,,,34.53
,"Monday, July 5, 2021",Hadejia,,,,,10.9,14.8,,,,35.39
,"Tuesday, July 6, 2021",Hadejia,,,,,11.3,12.6,,,,35.89
,"Wednesday, July 7, 2021",Hadejia,,,,,11.8,6,,,,35.78
,"Thursday, July 8, 2021",Hadejia,,,,,11.5,6.5,,,,35.77
,"Friday, July 9, 2021",Hadejia,,,,,11.6,9.5,,,,35.86
,"Saturday, July 10, 2021",Hadejia,,,,,11.3,8.8,,,,10.92
,"Sunday, July 11, 2021",Hadejia,,,,,11.3,8.5,,,,13.6
,"Monday, July 12, 2021",Hadejia,,,,,11.4,7.9,,,,12.99
,"Tuesday, July 13, 2021",Hadejia,,,,,11.3,8.3,,,,12.58
,"Wednesday, July 14, 2021",Hadejia,,,,,11.4,10,,,,12.79
,"Thursday, July 15, 2021",Hadejia,,,,,11.6,8.1,,,,13.14
,"Friday, July 16, 2021",Hadejia,,,,,11.3,8.2,,,,13.35
,"Saturday, July 17, 2021",Hadejia,,,,,11.3,12.5,,,,13.52
,"Sunday, July 18, 2021",Hadejia,,,,,11.8,7.1,,,,10.75
,"Monday, July 19, 2021",Hadejia,,,,,11.5,6.2,,,,10.21
,"Tuesday, July 20, 2021",Hadejia,,,,,10.8,11.3,,,,9.84
,"Wednesday, July 21, 2021",Hadejia,,,,,11.1,5.8,,,,9.57
,"Thursday, July 22, 2021",Hadejia,,,,,10.9,8.3,,,,9.37
,"Friday, July 23, 2021",Hadejia,,,,,11.5,6.2,,,,8.88
,"Saturday, July 24, 2021",Hadejia,,,,,11.7,7.6,,,,8.81
,"Sunday, July 25, 2021",Hadejia,,,,,11.5,7.6,,,,9.26
,"Monday, July 26, 2021",Hadejia,,,,,11.3,11.5,,,,10.48
,"Tuesday, July 27, 2021",Hadejia,,,,,11.8,11.1,,,,10.49
,"Wednesday, July 28, 2021",Hadejia,,,,,11.4,5.8,,,,11.07
,"Thursday, July 29, 2021",Hadejia,,,,,11.6,7.6,,,,10.95
,"Friday, July 30, 2021",Hadejia,,,,,11.4,5.6,,,,17.48
,"Saturday, July 31, 2021",Hadejia,,,,,11,9.3,,,,17.84
,"Sunday, August 1, 2021",Hadejia,,,,,11.2,8.9,,,,17.54
,"Monday, August 2, 2021",Hadejia,,,,,11.4,5.4,,,,16.39
,"Tuesday, August 3, 2021",Hadejia,,,,,11.4,13.1,,,,16.67
,"Wednesday, August 4, 2021",Hadejia,,,,,11.3,7.5,,,,16.31
,"Thursday, August 5, 2021",Hadejia,,,,,11.2,6.3,,,,16.69
,"Friday, August 6, 2021",Hadejia,,,,,11.5,8.4,,,,10.25
,"Saturday, August 7, 2021",Hadejia,,,,,11.6,11.7,,,,9.78
,"Sunday, August 8, 2021",Hadejia,,,,,11.4,6.6,,,,10.44
,"Monday, August 9, 2021",Hadejia,,,,,11.8,11.1,,,,10.45
,"Tuesday, August 10, 2021",Hadejia,,,,,11.7,8.9,,,,10.27
,"Wednesday, August 11, 2021",Hadejia,,,,,11.2,6,,,,10.3
,"Thursday, August 12, 2021",Hadejia,,,,,11.5,7.1,,,,15.18
,"Friday, August 13, 2021",Hadejia,,,,,12.2,8,,,,16.02
,"Saturday, August 14, 2021",Hadejia,,,,,11.1,7.3,,,,16.91
,"Sunday, August 15, 2021",Hadejia,,,,,11.5,5.2,,,,15.99
,"Monday, August 16, 2021",Hadejia,,,,,10.8,7.9,,,,16.83
,"Tuesday, August 17, 2021",Hadejia,,,,,11.5,12,,,,16.45
,"Wednesday, August 18, 2021",Hadejia,,,,,11.6,8.9,,,,16.36
,"Thursday, August 19, 2021",Hadejia,,,,,11.3,10.2,,,,11.2
,"Friday, August 20, 2021",Hadejia,,,,,11.2,8.1,,,,11.78
,"Saturday, August 21, 2021",Hadejia,,,,,11.3,9.4,,,,12.19
,"Sunday, August 22, 2021",Hadejia,,,,,10.9,7.1,,,,12.42
,"Monday, August 23, 2021",Hadejia,,,,,11.2,11.4,,,,11.47
,"Tuesday, August 24, 2021",Hadejia,,,,,11.3,10.8,,,,11.41
,"Wednesday, August 25, 2021",Hadejia,,,,,11.5,6.1,,,,11.43
,"Thursday, August 26, 2021",Hadejia,,,,,10.6,10.5,,,,11.47
,"Friday, August 27, 2021",Hadejia,,,,,11.4,7.7,,,,10.07
,"Saturday, August 28, 2021",Hadejia,,,,,11,7,,,,9.15
,"Sunday, August 29, 2021",Hadejia,,,,,11.3,12.3,,,,9.21
,"Monday, August 30, 2021",Hadejia,,,,,11.9,6.8,,,,10.06
,"Tuesday, August 31, 2021",Hadejia,,,,,11.1,11.2,,,,10.26
,"Wednesday, September 1, 2021",Hadejia,,,,,10.9,5.6,,,,10.13
,"Thursday, September 2, 2021",Hadejia,,,,,10.8,9.2,,,,12.33
,"Friday, September 3, 2021",Hadejia,,,,,11.3,5.8,,,,12.32
,"Saturday, September 4, 2021",Hadejia,,,,,11.7,6.6,,,,12.88
,"Sunday, September 5, 2021",Hadejia,,,,,10.8,6.1,,,,12.74
,"Monday, September 6, 2021",Hadejia,,,,,11.5,8.8,,,,11.89
,"Tuesday, September 7, 2021",Hadejia,,,,,11.1,10.2,,,,13.58
,"Wednesday, September 8, 2021",Hadejia,,,,,11.3,8.1,,,,14.09
,"Thursday, September 9, 2021",Hadejia,,,,,11.7,7.5,,,,11.67
,"Friday, September 10, 2021",Hadejia,,,,,11.2,7,,,,11.75
,"Saturday, September 11, 2021",Hadejia,,,,,11.4,13,,,,10.91
,"Sunday, September 12, 2021",Hadejia,,,,,11.1,8.9,,,,10.75
,"Monday, September 13, 2021",Hadejia,,,,,11.2,6.5,,,,10.75
,"Tuesday, September 14, 2021",Hadejia,,,,,11.3,9,,,,8.97
,"Wednesday, September 15, 2021",Hadejia,,,,,11.2,13.3,,,,8.42
,"Thursday, September 16, 2021",Hadejia,,,,,10.7,7.5,,,,8.72
,"Friday, September 17, 2021",Hadejia,,,,,11.3,7.9,,,,8.7
,"Saturday, September 18, 2021",Hadejia,,,,,11.5,7.3,,,,8.72
,"Sunday, September 19, 2021",Hadejia,,,,,11.3,6,,,,8.94
,"Monday, September 20, 2021",Hadejia,,,,,11.6,9.1,,,,8.94
,"Tuesday, September 21, 2021",Hadejia,,,,,11.4,9,,,,8.83
,"Wednesday, September 22, 2021",Hadejia,,,,,10.9,7.5,,,,8.87
,"Thursday, September 23, 2021",Hadejia,,,,,11.2,12.2,,,,8.63
,"Friday, September 24, 2021",Hadejia,,,,,11,11,,,,8.65
,"Saturday, September 25, 2021",Hadejia,,,,,10.5,8.3,,,,8.6
,"Sunday, September 26, 2021",Hadejia,,,,,11.6,10.3,,,,8.4
,"Monday, September 27, 2021",Hadejia,,,,,12.2,9.1,,,,8.45
,"Tuesday, September 28, 2021",Hadejia,,,,,11.1,10.2,,,,8.49
,"Wednesday, September 29, 2021",Hadejia,,,,,11.4,10.3,,,,8.48
,"Thursday, September 30, 2021",Hadejia,,,,,11,10.5,,,,8.47
,"Friday, October 1, 2021",Hadejia,,,,,11.4,9.9,,,,8.4
,"Saturday, October 2, 2021",Hadejia,,,,,11.7,12.9,,,,8.33
,"Sunday, October 3, 2021",Hadejia,,,,,11.5,8,,,,8.31
,"Monday, October 4, 2021",Hadejia,,,,,11.6,8.5,,,,8.37
,"Tuesday, October 5, 2021",Hadejia,,,,,11.7,8.4,,,,8.35
,"Wednesday, October 6, 2021",Hadejia,,,,,11.8,6.8,,,,8.32
,"Thursday, October 7, 2021",Hadejia,,,,,11.4,8.9,,,,8.32
,"Friday, October 8, 2021",Hadejia,,,,,11,9.2,,,,8.35
,"Saturday, October 9, 2021",Hadejia,,,,,11.1,10.8,,,,8.64
,"Sunday, October 10, 2021",Hadejia,,,,,11.3,7.9,,,,8.75
,"Monday, October 11, 2021",Hadejia,,,,,11.2,5.9,,,,8.75
,"Tuesday, October 12, 2021",Hadejia,,,,,10.9,11.2,,,,8.72
,"Wednesday, October 13, 2021",Hadejia,,,,,11.3,9,,,,8.89
,"Thursday, October 14, 2021",Hadejia,,,,,11.3,7.8,,,,8.95
,"Friday, October 15, 2021",Hadejia,,,,,11,12.4,,,,8.83
,"Saturday, October 16, 2021",Hadejia,,,,,11.3,11.9,,,,8.65
,"Sunday, October 17, 2021",Hadejia,,,,,10.9,11.3,,,,8.54
,"Monday, October 18, 2021",Hadejia,,,,,11.4,7,,,,8.63
,"Tuesday, October 19, 2021",Hadejia,,,,,11.1,6.2,,,,8.66
,"Wednesday, October 20, 2021",Hadejia,,,,,11.4,11,,,,8.55
,"Thursday, October 21, 2021",Hadejia,,,,,11.5,10.4,,,,8.47
,"Friday, October 22, 2021",Hadejia,,,,,11.5,10.4,,,,8.52
,"Saturday, October 23, 2021",Hadejia,,,,,11.8,8.2,,,,8.42
,"Sunday, October 24, 2021",Hadejia,,,,,11.4,11.3,,,,8.44
,"Monday, October 25, 2021",Hadejia,,,,,11.3,10.7,,,,8.29
,"Tuesday, October 26, 2021",Hadejia,,,,,11.6,11.3,,,,8.32
,"Wednesday, October 27, 2021",Hadejia,,,,,10.8,8.7,,,,8.26
,"Thursday, October 28, 2021",Hadejia,,,,,11.2,9.3,,,,8.29
,"Friday, October 29, 2021",Hadejia,,,,,11.2,8.3,,,,8.41
,"Saturday, October 30, 2021",Hadejia,,,,,11.1,12,,,,8.41
,"Sunday, October 31, 2021",Hadejia,,,,,11.2,8,,,,8.38
,"Monday, November 1, 2021",Hadejia,,,,,11.9,6.3,,,,8.33
,"Tuesday, November 2, 2021",Hadejia,,,,,11.2,9.2,,,,8.28
,"Wednesday, November 3, 2021",Hadejia,,,,,11.5,9.8,,,,8.35
,"Thursday, November 4, 2021",Hadejia,,,,,11.1,7.7,,,,8.34
,"Friday, November 5, 2021",Hadejia,,,,,11.1,6,,,,8.16
,"Saturday, November 6, 2021",Hadejia,,,,,11,6.3,,,,8.19
,"Sunday, November 7, 2021",Hadejia,,,,,11.1,10.6,,,,8.19
,"Monday, November 8, 2021",Hadejia,,,,,11.7,11.1,,,,8.34
,"Tuesday, November 9, 2021",Hadejia,,,,,11.2,9.1,,,,8.34
,"Wednesday, November 10, 2021",Hadejia,,,,,11.1,9.5,,,,8.34
,"Thursday, November 11, 2021",Hadejia,,,,,11.4,12,,,,8.37
,"Friday, November 12, 2021",Hadejia,,,,,11.3,8.1,,,,8.4
,"Saturday, November 13, 2021",Hadejia,,,,,11.8,9.9,,,,8.45
,"Sunday, November 14, 2021",Hadejia,,,,,11.4,8.4,,,,8.45
,"Monday, November 15, 2021",Hadejia,,,,,11.7,10.3,,,,8.3
,"Tuesday, November 16, 2021",Hadejia,,,,,11,7.7,,,,8.3
,"Wednesday, November 17, 2021",Hadejia,,,,,11.3,6.9,,,,31.41
,"Thursday, November 18, 2021",Hadejia,,,,,11.5,9.2,,,,31.43
,"Friday, November 19, 2021",Hadejia,,,,,11.1,9.9,,,,31.44
,"Saturday, November 20, 2021",Hadejia,,,,,11.3,8.8,,,,31.41
,"Sunday, November 21, 2021",Hadejia,,,,,10.9,6.1,,,,31.41
,"Monday, November 22, 2021",Hadejia,,,,,11.3,7.4,,,,31.67
,"Tuesday, November 23, 2021",Hadejia,,,,,10.9,7.2,,,,31.7
,"Wednesday, November 24, 2021",Hadejia,,,,,11.1,9.5,,,,8.52
,"Thursday, November 25, 2021",Hadejia,,,,,10.9,7.9,,,,8.41
,"Friday, November 26, 2021",Hadejia,,,,,11.2,13.2,,,,8.39
,"Saturday, November 27, 2021",Hadejia,,,,,11.5,9.9,,,,8.39
,"Sunday, November 28, 2021",Hadejia,,,,,10.9,11.3,,,,8.44
,"Monday, November 29, 2021",Hadejia,,,,,11.4,8.3,,,,8.24
,"Tuesday, November 30, 2021",Hadejia,,,,,11.1,10,,,,8.3
,"Wednesday, December 1, 2021",Hadejia,,,,,10.7,9.2,,,,8.39
,"Thursday, December 2, 2021",Hadejia,,,,,11.5,9.2,,,,8.44
,"Friday, December 3, 2021",Hadejia,,,,,11.4,11.6,,,,8.56
,"Saturday, December 4, 2021",Hadejia,,,,,11.2,12.1,,,,8.54
,"Sunday, December 5, 2021",Hadejia,,,,,11.6,10.4,,,,8.69
